carat,cut,color,clarity,depth,table,x,y,z,is_over_$1000
1.03,1,4,4,62.3,56,6.48,6.45,4.03,1
1.03,2,4,4,60,60,6.41,6.4,4.02,1
1.02,4,4,4,62.6,59,6.38,6.43,4.01,1
1.02,2,4,4,61.9,58,6.43,6.47,3.99,1
1.02,3,4,4,63.5,58,6.36,6.39,4.05,1
1.05,1,4,1,61.8,58,6.52,6.55,4.04,1
1.07,1,4,1,61,55,6.62,6.65,4.05,1
1.01,1,1,1,59.6,60,6.52,6.6,3.91,1
1.02,1,4,3,62.3,54,6.48,6.39,4.01,1
1.02,4,4,3,60,63,6.54,6.49,3.91,1
1.02,4,4,3,63.3,55,6.4,6.33,4.03,1
1.01,2,6,4,62.8,59,6.43,6.34,4.01,1
0.91,4,5,3,60.8,57,6.24,6.25,3.8,1
1.01,4,7,1,62.7,58,6.31,6.39,3.98,1
1.01,3,7,1,64.5,58,6.18,6.26,4.01,1
1.11,3,4,4,64.2,58,6.53,6.47,4.17,1
1.1,4,1,1,60.1,62,6.65,6.69,4.01,1
1.05,4,4,4,59.5,58,6.61,6.69,3.96,1
1.05,3,4,4,63.1,60,6.42,6.49,4.07,1
1.05,2,4,4,61.9,58,6.45,6.5,4.01,1
1.05,1,6,1,61.8,57,6.51,6.57,4.04,1
1,3,5,4,58.1,64,6.56,6.6,3.82,1
1.01,3,1,4,64.7,57,6.22,6.29,4.05,1
1.07,4,1,1,60.5,61,6.55,6.61,3.98,1
0.91,1,3,6,60,57,6.29,6.31,3.83,1
1.01,3,4,4,63.7,56,6.34,6.33,4.08,1
1.13,2,3,3,62,58,6.64,6.69,4.13,1
0.93,3,1,4,63.1,57,6.17,6.19,3.9,1
0.91,3,1,4,63.6,57,6.13,6.1,3.89,1
1.03,1,4,1,61.6,54,6.51,6.55,4.02,1
1.09,1,2,4,60.7,58,6.64,6.68,4.04,1
1.2,2,2,3,61.8,59,6.84,6.76,4.2,1
1.16,5,6,4,65.9,55,6.54,6.51,4.3,1
0.9,2,7,4,62.2,60,6.14,6.08,3.8,1
1.01,1,3,4,60.2,59,6.49,6.54,3.92,1
0.9,2,7,4,62.2,58,6.18,6.11,3.82,1
0.9,2,7,4,62.8,59,6.18,6.14,3.87,1
1.05,4,3,3,63.1,58,6.47,6.42,4.07,1
1.22,3,2,4,63.8,57,6.77,6.72,4.3,1
0.9,1,7,4,62.7,56,6.18,6.16,3.87,1
0.9,2,7,4,62.4,61,6.17,6.13,3.84,1
1.11,2,5,1,58.9,60,6.8,6.74,3.99,1
1.22,1,3,1,61.8,57,6.9,6.83,4.23,1
1.07,1,1,1,62.4,57,6.52,6.55,4.08,1
1.04,1,1,4,62,57,6.5,6.47,4.02,1
1.14,4,4,1,63.3,57,6.6,6.63,4.19,1
1.01,2,5,1,62.9,59,6.32,6.27,3.96,1
1.01,3,4,4,59.4,60,6.49,6.54,3.87,1
1.01,2,5,1,61.7,60,6.42,6.36,3.94,1
0.9,4,5,3,61.6,63,6.13,6.17,3.79,1
0.9,4,5,3,62.2,57,6.17,6.24,3.86,1
0.9,3,5,3,64.3,57,6.07,6.09,3.91,1
0.9,4,4,2,61.8,60,6.11,6.15,3.79,1
1.02,4,4,4,63,58,6.34,6.4,4.01,1
1.01,4,4,4,60.2,60,6.5,6.48,3.91,1
1.01,1,2,3,61.3,56,6.46,6.5,3.97,1
1.01,1,2,3,61.1,56,6.49,6.51,3.97,1
0.83,1,5,5,61.2,54,6.07,6.11,3.73,1
1.17,1,2,4,62.1,57,6.74,6.81,4.21,1
1.05,2,6,1,63,57,6.47,6.41,4.06,1
1.01,4,5,4,63,58,6.31,6.39,4,1
1.01,3,5,4,62.4,59,6.3,6.42,3.97,1
1.01,4,5,4,61.9,57,6.37,6.42,3.96,1
1.01,3,1,4,63.2,59,6.25,6.28,3.96,1
1.01,4,4,4,58.5,56,6.6,6.69,3.89,1
0.8,1,7,5,62.4,56,5.94,5.98,3.72,1
1.13,2,4,1,61.1,59,6.73,6.65,4.09,1
1.17,1,2,3,62.1,56,6.8,6.75,4.21,1
1,2,1,1,61.1,58,6.44,6.48,3.95,1
1.5,3,3,7,62.6,63,7.19,7.25,4.52,1
1,3,7,1,63.3,56,6.35,6.38,4.03,1
1,3,1,1,63.5,56,6.31,6.38,4.03,1
1,4,1,1,61.4,61,6.36,6.41,3.92,1
1.12,2,4,1,61.9,58,6.66,6.74,4.15,1
1,4,5,4,60.3,61,6.38,6.43,3.86,1
1,4,1,1,62.4,57,6.33,6.4,3.97,1
1,2,1,1,61.7,58,6.34,6.39,3.93,1
1,2,1,1,61.2,60,6.42,6.45,3.94,1
1.26,1,3,1,59.6,57,7.01,7.04,4.19,1
1.1,2,3,4,62,59,6.59,6.54,4.07,1
1,4,3,3,63.5,56,6.33,6.3,4.01,1
1.1,1,4,1,62,55,6.62,6.6,4.1,1
1.1,2,4,1,62.2,58,6.69,6.6,4.13,1
1.1,1,4,1,62.6,56,6.65,6.57,4.14,1
0.92,4,5,4,62.2,55,6.19,6.26,3.87,1
1.01,4,4,4,62.6,61,6.36,6.39,3.99,1
1.06,1,4,1,60.6,55,6.62,6.65,4.02,1
1.1,2,1,1,60.9,60,6.66,6.61,4.04,1
1,1,1,1,62,57,6.37,6.41,3.96,1
0.91,1,1,4,61.9,55,6.18,6.22,3.84,1
0.98,2,4,3,59.9,60,6.45,6.38,3.84,1
1.12,4,4,1,61.8,58,6.62,6.68,4.11,1
1.1,1,2,1,60.1,57,6.77,6.74,4.06,1
1.1,1,3,1,62.6,55,6.57,6.6,4.13,1
1,3,3,5,59.6,61,6.48,6.53,3.88,1
0.9,2,1,3,63,58,6.16,6.13,3.87,1
1.01,4,3,3,61.9,61,6.36,6.41,3.95,1
1,2,7,1,62.2,61,6.36,6.3,3.94,1
1,4,6,4,63.3,60,6.33,6.24,3.98,1
1,2,7,1,58.3,61,6.59,6.54,3.83,1
1,2,7,1,59.4,60,6.56,6.48,3.87,1
1,2,7,1,61.6,58,6.45,6.37,3.95,1
1,2,7,1,59.5,62,6.52,6.49,3.87,1
1.35,5,6,1,66,58,6.89,6.81,4.52,1
1.08,2,6,1,62.2,56,6.62,6.54,4.09,1
1.08,2,6,1,62.3,56,6.6,6.52,4.09,1
1.08,2,6,1,62.9,59,6.57,6.53,4.12,1
1.08,1,6,1,61.9,57,6.57,6.55,4.06,1
1.08,1,6,1,62.2,56,6.59,6.56,4.09,1
0.9,4,5,3,63.1,59,6.13,6.05,3.84,1
1,4,7,1,63.2,57,6.24,6.32,3.97,1
0.82,1,7,3,60.8,57,6.02,6.05,3.67,1
0.82,1,7,3,61.9,56,5.98,6.03,3.72,1
0.95,2,1,4,62.8,59,6.25,6.21,3.91,1
1.04,1,4,4,60.3,57,6.55,6.58,3.96,1
0.94,2,4,3,60.1,59,6.32,6.35,3.81,1
1.09,4,5,1,58.6,63,6.73,6.78,3.96,1
1,4,1,1,63,54,6.33,6.37,4,1
1.06,1,3,4,61.2,56,6.64,6.6,4.05,1
1.06,1,3,4,61.2,56,6.64,6.6,4.05,1
0.81,1,5,2,62.3,54,5.94,6.01,3.72,1
1.04,1,5,1,62.6,57,6.48,6.45,4.05,1
1,5,6,5,63.1,63,6.38,6.29,4,1
1.04,1,5,1,61.8,56,6.53,6.49,4.02,1
1.21,1,6,1,62.9,57,6.78,6.73,4.25,1
1.17,2,4,4,62.6,59,6.78,6.71,4.22,1
0.56,1,7,8,60.8,58,5.35,5.31,3.24,1
1.01,4,5,4,63.5,58,6.29,6.24,3.98,1
1.01,2,5,4,63,58,6.33,6.29,3.98,1
1.01,3,5,4,57.4,57,6.52,6.48,3.73,1
1.02,3,7,1,63.4,59,6.37,6.41,4.05,1
1.02,4,6,4,63,55,6.4,6.45,4.05,1
1.02,2,6,4,60.8,58,6.46,6.5,3.94,1
1.02,2,6,4,62.3,59,6.4,6.44,4,1
1.02,4,7,1,61.5,56,6.47,6.51,3.99,1
1.02,1,6,4,59.2,57,6.52,6.56,3.87,1
1.02,2,6,4,61,59,6.44,6.48,3.94,1
1.02,4,6,4,62,57,6.41,6.5,4,1
1.02,4,7,1,60.3,58,6.48,6.52,3.92,1
1,3,2,6,63.5,59,6.29,6.34,4.01,1
1.08,1,2,4,62.1,55,6.54,6.57,4.07,1
1.06,4,5,1,62.6,60,6.54,6.44,4.06,1
1.01,5,5,4,65.5,57,6.12,6.22,4.04,1
1.33,2,6,1,61.3,59,7.06,6.93,4.29,1
0.93,1,4,4,62.4,55,6.2,6.24,3.88,1
1.2,4,2,1,61.4,55,6.85,6.92,4.23,1
1.28,2,2,1,62.3,58,6.94,6.89,4.31,1
1.2,3,2,3,64.3,56,6.65,6.57,4.25,1
0.9,4,5,3,63.4,57,6.19,6.08,3.89,1
0.9,2,6,3,61.7,57,6.21,6.11,3.8,1
1.2,4,4,4,63.3,56,6.75,6.72,4.26,1
0.9,4,4,2,59.9,61,6.29,6.19,3.74,1
1,3,4,3,63.6,61,6.21,6.25,3.96,1
0.92,2,4,2,62.5,58,6.25,6.16,3.88,1
0.91,2,7,3,62.7,59,6.16,6.13,3.85,1
1.15,2,3,4,62.2,56,6.77,6.67,4.18,1
1.21,4,6,4,63.4,60,6.68,6.63,4.22,1
1.21,5,6,4,64.5,56,6.69,6.62,4.29,1
0.92,2,1,4,61.7,57,6.32,6.2,3.86,1
1.01,1,3,4,61.9,59,6.38,6.42,3.96,1
1.01,2,4,1,60.3,60,6.49,6.47,3.91,1
0.92,1,4,3,60.8,58,6.27,6.32,3.83,1
0.97,2,7,4,62,60,6.29,6.25,3.89,1
1.09,2,4,1,62.5,58,6.61,6.55,4.11,1
1.09,4,3,4,63.2,59,6.54,6.5,4.12,1
1.17,3,7,1,57.8,62,6.97,6.91,4.01,1
1.18,2,3,1,61.7,58,6.79,6.75,4.18,1
1.1,4,3,4,61.2,61,6.61,6.66,4.01,1
1.1,2,7,1,62.4,58,6.57,6.6,4.11,1
1.09,4,3,4,61.4,58,6.61,6.69,4.08,1
1,4,3,5,63.3,55,6.39,6.34,4.03,1
1.01,1,3,4,60.3,58,6.5,6.56,3.94,1
1.01,3,6,4,62.8,58,6.36,6.29,3.97,1
1.12,2,4,1,59.7,60,6.77,6.72,4.03,1
1.12,2,4,1,62,57,6.68,6.61,4.12,1
1.12,2,4,4,61.2,59,6.69,6.65,4.08,1
1.12,2,3,4,62,56,6.73,6.65,4.15,1
1.01,2,4,4,62.5,59,6.44,6.33,3.99,1
0.91,1,5,1,62,57,6.15,6.23,3.84,1
0.91,1,5,1,61.7,56,6.21,6.24,3.84,1
0.91,1,5,1,62,56,6.2,6.22,3.85,1
1.01,2,4,4,62.8,58,6.38,6.36,4,1
1.01,4,4,4,63.4,58,6.38,6.34,4.03,1
1.01,2,4,4,61.2,58,6.47,6.43,3.95,1
1.01,2,4,4,63,60,6.36,6.33,4,1
1.01,3,4,4,60.3,64,6.53,6.5,3.93,1
1.01,4,4,4,63.3,58,6.4,6.37,4.04,1
1.01,1,4,4,62.4,53,6.47,6.42,4.02,1
1.01,2,4,4,61.8,60,6.48,6.43,3.99,1
0.9,4,1,3,63,57,6.07,6.15,3.85,1
1,4,5,4,62.5,56,6.38,6.42,4,1
1.06,1,2,3,62.4,54,6.51,6.57,4.08,1
1.35,1,6,7,62.5,57,7.04,7.01,4.39,1
0.7,4,1,6,63.2,57,5.62,5.67,3.57,1
1.07,2,5,1,61.8,59,6.57,6.53,4.05,1
1.02,1,1,1,62,59,6.43,6.4,3.98,1
1.11,1,3,4,62.3,56,6.59,6.64,4.12,1
1,3,1,4,63.9,55,6.28,6.34,4.03,1
1.06,1,3,4,62.6,56,6.46,6.54,4.07,1
1.01,5,6,4,60.4,62,6.31,6.34,3.82,1
1.13,2,6,1,61.5,59,6.73,6.69,4.13,1
1,2,1,1,60.4,60,6.49,6.46,3.91,1
1.52,5,4,7,69.7,55,6.92,6.89,4.81,1
1.52,5,4,7,65.4,62,7.1,7.02,4.62,1
1.04,1,4,4,62.5,57,6.5,6.46,4.05,1
1,4,3,4,58.5,61,6.51,6.55,3.82,1
1,1,4,1,62,56,6.38,6.43,3.97,1
1,1,3,4,62.5,56,6.38,6.41,4,1
1,1,3,4,61.5,57,6.39,6.43,3.94,1
1.23,2,2,4,61.9,54,6.89,6.86,4.26,1
1.1,2,6,1,61.4,59,6.71,6.59,4.08,1
1.14,4,5,1,62.9,59,6.62,6.64,4.17,1
1.06,2,1,1,60.5,60,6.61,6.67,4.02,1
1.22,4,2,1,62.6,58,6.78,6.84,4.26,1
1.17,4,4,4,63.1,56,6.76,6.71,4.25,1
1,4,4,3,63.3,62,6.37,6.29,4.01,1
0.36,2,1,4,62.2,59,4.53,4.57,2.83,0
0.32,4,7,4,62.3,55,4.38,4.42,2.74,0
0.32,1,7,4,62,57,4.37,4.4,2.72,0
0.32,1,3,6,61.9,55,4.39,4.4,2.72,0
0.32,3,7,4,63.3,57,4.36,4.39,2.77,0
0.32,4,7,4,62.7,57,4.34,4.37,2.73,0
0.32,2,7,4,61.4,58,4.38,4.42,2.7,0
0.32,2,7,4,60.9,60,4.39,4.41,2.68,0
0.32,1,3,6,62.4,55,4.34,4.38,2.72,0
0.4,3,2,5,63.5,56,4.69,4.7,2.98,0
0.32,4,7,4,63,58,4.36,4.4,2.76,0
0.32,1,7,4,62.7,54,4.35,4.39,2.74,0
0.32,1,7,4,62.6,55,4.36,4.39,2.74,0
0.32,1,7,4,60.8,57,4.41,4.44,2.69,0
0.32,1,7,4,59.3,55,4.51,4.53,2.68,0
0.32,1,7,4,59.6,57,4.42,4.47,2.65,0
0.32,1,7,4,60.9,56,4.4,4.43,2.69,0
0.32,4,3,6,60.1,61,4.4,4.45,2.66,0
0.34,3,5,3,64.3,53,4.44,4.48,2.87,0
0.31,1,1,3,62,56,4.36,4.38,2.71,0
0.34,4,4,5,62.3,57,4.45,4.48,2.78,0
0.26,4,5,4,59.6,55,4.18,4.24,2.51,0
0.35,4,5,4,61,55,4.6,4.63,2.81,0
0.38,4,1,1,62.5,61,4.59,4.63,2.88,0
0.35,1,3,2,62.4,54,4.51,4.53,2.82,0
0.3,1,4,2,62.2,57,4.26,4.29,2.66,0
0.3,1,4,2,62.4,56,4.28,4.31,2.68,0
0.3,1,4,2,62.1,54,4.32,4.35,2.69,0
0.3,1,4,2,61.5,55,4.34,4.37,2.68,0
0.3,1,4,2,62.7,53,4.29,4.32,2.7,0
1.01,4,6,4,62.4,58,6.39,6.44,4,1
1.01,1,6,4,61.4,55,6.46,6.5,3.98,1
1.01,1,6,4,61.4,57,6.44,6.5,3.97,1
1.15,4,4,1,61.9,57,6.68,6.72,4.15,1
1.06,2,1,1,61.7,62,6.54,6.5,4.02,1
1.12,2,5,1,61.6,58,6.69,6.63,4.1,1
1.14,2,4,4,63,57,6.7,6.65,4.2,1
1.12,2,5,1,60.5,59,6.79,6.73,4.09,1
0.9,3,5,3,60,58,6.21,6.26,3.74,1
0.75,4,7,2,59.4,59,5.88,5.94,3.51,1
1.26,1,2,1,62.5,53,6.86,6.9,4.3,1
1.08,2,1,1,60.8,59,6.57,6.62,4.01,1
1.08,4,1,1,60.2,58,6.61,6.68,4,1
1.08,3,1,1,63.7,57,6.49,6.54,4.15,1
1,5,5,3,68.4,58,5.97,6.1,4.13,1
1.06,2,5,1,62,59,6.57,6.52,4.06,1
1.16,4,3,4,61.5,60.4,6.71,6.76,4.14,1
1.2,2,2,4,61.5,59,6.84,6.81,4.2,1
0.9,2,4,2,62.4,58,6.15,6.12,3.83,1
1.32,4,2,4,63.5,57,6.98,6.95,4.42,1
1,5,5,4,65.8,58,6.23,6.15,4.07,1
0.9,1,5,4,61.7,57,6.25,6.2,3.84,1
1.2,1,2,1,61.7,56,6.79,6.87,4.21,1
1.2,3,2,1,63.3,54.4,6.72,6.78,4.27,1
1.01,4,4,4,63.5,57,6.31,6.35,4.02,1
1.09,2,3,3,61.3,58,6.63,6.58,4.05,1
1.04,2,4,4,58.5,62,6.67,6.64,3.89,1
1.04,1,3,4,61.3,57,6.56,6.53,4.01,1
1.04,1,3,4,61.3,57,6.57,6.54,4.02,1
1.19,2,3,1,62.6,58,6.7,6.75,4.21,1
1.27,2,2,1,60.4,58,7.04,7,4.24,1
0.94,4,1,4,62.4,56,6.24,6.27,3.9,1
0.94,4,1,4,61.8,56,6.29,6.33,3.9,1
0.94,2,1,4,60,58,6.37,6.44,3.84,1
0.94,2,1,4,62,58,6.24,6.27,3.88,1
1.13,4,4,1,62.7,55,6.61,6.69,4.17,1
0.9,2,6,5,62.7,58,6.06,6.15,3.83,1
1.23,4,5,1,60.9,58,6.93,6.96,4.23,1
1.15,4,4,1,63.7,56,6.63,6.66,4.23,1
1,4,7,1,62.5,58,6.35,6.44,4,1
0.9,1,7,4,61.3,58,6.16,6.21,3.79,1
1.11,2,4,1,61.5,59,6.67,6.63,4.09,1
1.11,2,4,1,62.9,59,6.59,6.54,4.13,1
1.02,2,3,3,59.5,59,6.54,6.5,3.88,1
0.9,4,4,3,62.6,57,6.11,6.09,3.82,1
1.02,1,3,3,61.5,57,6.49,6.45,3.98,1
1.02,1,5,1,62.4,55,6.46,6.43,4.02,1
1.06,1,6,1,61,57,6.61,6.56,4.02,1
1.02,1,5,1,61.4,56,6.5,6.47,3.98,1
1.11,1,4,1,62.7,57,6.66,6.59,4.14,1
1.11,2,4,1,61.6,60,6.67,6.6,4.09,1
1.11,1,4,1,62,54,6.64,6.61,4.11,1
1.11,1,4,1,61.3,55,6.73,6.65,4.1,1
0.91,1,3,2,60.6,57,6.25,6.27,3.79,1
1.12,2,7,1,59.5,59,6.8,6.75,4.03,1
0.91,2,7,4,62.3,60,6.21,6.15,3.85,1
0.91,2,7,4,59,61,6.35,6.29,3.73,1
0.9,4,4,6,62.1,59,6.17,6.19,3.84,1
1,1,3,5,63.1,57,6.32,6.39,4.01,1
1.11,2,1,1,62.5,58,6.63,6.61,4.14,1
0.91,4,4,2,62.9,58,6.14,6.17,3.87,1
0.86,4,1,3,62.3,56,6.05,6.08,3.78,1
0.98,1,6,4,62.3,56,6.37,6.34,3.96,1
1.19,4,3,4,63.2,58,6.82,6.7,4.27,1
1,5,4,4,67.6,59,6.03,5.95,4.05,1
1.01,4,3,3,62.3,60,6.33,6.41,3.97,1
1.01,4,1,1,59.5,59,6.54,6.58,3.9,1
1.01,1,1,1,62.2,54,6.39,6.43,3.99,1
1.01,4,7,4,62.4,58,6.39,6.47,4.01,1
1.01,1,1,1,61.2,54,6.49,6.52,3.98,1
1.01,2,1,1,61.5,58,6.4,6.43,3.95,1
1.01,2,1,1,62.6,59,6.36,6.39,3.99,1
1.01,4,1,1,61.5,56,6.45,6.47,3.97,1
1.01,1,1,1,61.1,57,6.48,6.52,3.97,1
1.01,3,1,1,63.7,58,6.32,6.36,4.04,1
1.24,1,2,1,61.6,57,6.89,6.87,4.24,1
1.24,2,1,1,60.5,62,6.97,6.89,4.19,1
0.93,1,6,4,62.2,58,6.2,6.24,3.87,1
1.24,2,2,1,62.2,58,6.94,6.82,4.28,1
1.05,1,6,1,62.2,54,6.52,6.56,4.07,1
1.04,1,5,1,62.1,57,6.46,6.48,4.02,1
0.9,4,6,2,62.6,55,6.12,6.19,3.85,1
0.9,4,7,3,63,62,6.06,6.13,3.84,1
0.9,3,6,2,62.6,58,6.1,6.13,3.83,1
1.03,4,1,1,62.1,59,6.43,6.46,4,1
0.91,4,1,1,63.2,56,6.08,6.14,3.86,1
1.01,1,1,1,61.6,58,6.45,6.5,3.99,1
1.16,1,3,4,61.7,56,6.76,6.7,4.15,1
1.01,4,4,4,63.3,56,6.35,6.39,4.03,1
1.21,3,5,1,63.7,64,6.73,6.63,4.25,1
1.21,2,3,3,61.6,61,6.86,6.8,4.21,1
1.11,2,6,1,61.5,58,6.6,6.67,4.08,1
0.91,2,4,5,61,59,6.25,6.18,3.79,1
0.91,2,4,5,61.8,54,6.32,6.27,3.89,1
0.91,4,4,5,59.4,63,6.32,6.28,3.74,1
1.09,1,6,1,61.2,57,6.68,6.63,4.07,1
1.09,1,6,1,62.1,56,6.66,6.59,4.12,1
1.03,3,7,1,59.3,58,6.57,6.61,3.91,1
1.01,2,7,1,58.8,59,6.58,6.55,3.86,1
1.01,2,6,4,61.2,61,6.47,6.41,3.94,1
1.01,3,6,4,60.7,59,6.35,6.4,3.87,1
1.01,2,6,4,61,62,6.49,6.4,3.93,1
1.01,4,6,4,63.5,60,6.33,6.3,4.01,1
1.01,2,7,1,62.8,59,6.44,6.34,4.01,1
1.01,4,6,4,63.4,58,6.33,6.28,4,1
1.01,3,6,4,63.9,57,6.37,6.3,4.05,1
1.01,2,6,4,62.9,61,6.4,6.36,4.01,1
1.01,2,7,1,62.2,60,6.43,6.4,3.99,1
1.01,3,6,4,63.6,57,6.37,6.33,4.04,1
1.01,2,6,4,62.5,60,6.39,6.34,3.98,1
1.01,2,7,1,61.8,60,6.41,6.37,3.95,1
1.01,1,6,4,62.9,54,6.47,6.41,4.05,1
1.01,2,7,1,60.3,57,6.56,6.51,3.94,1
1.01,2,6,4,59.6,61,6.52,6.47,3.87,1
1.01,3,7,1,63.9,57,6.36,6.29,4.04,1
1.01,2,7,1,60.9,62,6.45,6.43,3.92,1
1.01,2,7,1,58.3,59,6.67,6.63,3.88,1
1.12,4,4,4,63.1,56,6.62,6.59,4.17,1
0.91,1,6,4,62.5,56,6.19,6.22,3.88,1
1.1,3,5,1,60.5,61,6.61,6.67,4.02,1
1.21,2,2,5,61,60,6.88,6.83,4.18,1
1.08,1,6,1,61.9,58,6.55,6.57,4.06,1
1.02,1,1,4,61.1,56,6.51,6.45,3.96,1
1.05,1,5,1,60.9,56,6.64,6.56,4.02,1
1.01,2,3,3,62.5,58,6.44,6.39,4.01,1
0.92,4,7,4,62.9,56,6.18,6.22,3.9,1
1.22,1,2,1,61.2,57,6.86,6.9,4.21,1
0.91,2,1,3,62.2,60,6.21,6.13,3.84,1
1,1,4,4,61.4,55,6.49,6.44,3.97,1
1.01,2,5,1,61.9,58,6.39,6.34,3.94,1
0.9,2,1,4,62.8,58,6.13,6.09,3.84,1
1.74,4,4,7,63.2,55,7.62,7.59,4.8,1
1.07,1,5,1,62,57,6.49,6.6,4.06,1
1.07,1,5,1,61.5,57,6.57,6.6,4.05,1
0.9,4,5,3,61.9,57,6.17,6.23,3.84,1
0.9,1,5,3,62.7,56,6.17,6.2,3.88,1
0.9,4,5,3,61.7,56,6.18,6.21,3.82,1
1.02,2,5,4,63,58,6.4,6.36,4.02,1
1.02,4,5,4,63.5,57,6.4,6.35,4.05,1
1.18,3,6,4,64.2,62,6.6,6.51,4.25,1
1.02,3,5,4,63.7,61,6.27,6.23,3.98,1
0.91,1,4,3,62.4,56,6.2,6.14,3.85,1
1.19,1,2,4,62,56,6.8,6.77,4.21,1
1.03,4,7,1,61.3,61,6.46,6.49,3.97,1
1.03,3,6,4,63.2,58,6.38,6.43,4.05,1
1.03,2,7,1,61.7,58,6.47,6.5,4,1
1.03,4,7,1,62.8,56,6.43,6.46,4.05,1
1.03,1,7,1,61.2,57,6.51,6.59,4.01,1
1.03,1,6,4,62.4,57,6.47,6.52,4.05,1
1.03,1,7,1,61.8,56,6.46,6.51,4.01,1
0.7,4,1,8,60.3,59,5.72,5.76,3.46,1
1.05,1,3,4,62.1,54,6.54,6.55,4.06,1
1,3,5,4,60.1,65,6.4,6.44,3.86,1
1,5,5,4,56.5,60,6.62,6.66,3.75,1
1.28,3,6,1,63.6,57,6.78,6.73,4.29,1
1.01,4,4,4,59.8,61,6.54,6.51,3.9,1
1.01,1,4,4,61.4,60,6.48,6.45,3.97,1
0.9,4,5,3,62.6,58,6.08,6.13,3.82,1
1.01,4,3,4,62.1,58,6.37,6.39,3.96,1
1.04,4,4,4,59.7,60,6.55,6.58,3.92,1
0.95,2,5,4,62.9,59,6.24,6.13,3.89,1
0.9,3,7,3,65.8,58,5.99,6.01,3.95,1
1.09,2,7,1,62.2,59,6.49,6.46,4.03,1
1.09,3,7,1,63.8,60,6.57,6.49,4.16,1
1.06,1,7,1,61.2,57,6.59,6.51,4.01,1
1.1,4,4,4,63.5,55,6.55,6.49,4.14,1
0.95,2,5,4,62.3,60,6.3,6.26,3.91,1
1.05,2,4,4,62.2,58,6.5,6.46,4.03,1
1.03,1,5,1,61.6,55,6.46,6.49,3.99,1
1.02,1,5,1,61.6,56,6.52,6.49,4.01,1
0.9,4,4,5,63.6,55,6.15,6.11,3.9,1
0.9,4,4,5,62.8,59,6.07,6.15,3.84,1
1.08,4,6,1,62.8,56,6.48,6.6,4.11,1
1,4,1,1,59.6,62,6.45,6.51,3.86,1
1.01,1,3,3,59.9,61,6.49,6.53,3.9,1
1.02,1,3,4,61.3,57,6.47,6.49,3.97,1
0.9,3,4,3,58.2,59,6.36,6.33,3.69,1
1.01,3,1,1,58.7,63,6.52,6.6,3.85,1
1.2,2,2,1,58.7,59,6.99,6.94,4.09,1
1.21,2,3,1,62.3,59,6.82,6.77,4.23,1
1.07,1,2,3,61.7,58,6.58,6.55,4.05,1
1.07,1,2,3,61.6,56,6.59,6.55,4.04,1
1.24,2,2,4,61.8,58,6.9,6.86,4.25,1
0.9,2,1,3,62.6,59,6.14,6.06,3.82,1
0.9,2,5,5,59,58,6.33,6.29,3.72,1
1.11,2,4,5,62.3,57,6.67,6.62,4.14,1
1.05,4,3,4,62.6,56,6.49,6.45,4.05,1
1,5,5,4,56.9,63,6.45,6.52,3.69,1
1.02,4,4,4,63.5,58,6.39,6.36,4.05,1
1.02,2,4,4,62.6,59,6.43,6.38,4.01,1
1.01,2,1,1,62.9,59,6.37,6.31,3.99,1
1.14,2,6,1,61.1,59,6.77,6.72,4.12,1
1.02,4,4,4,63.2,57,6.44,6.38,4.05,1
1.15,2,1,1,62.3,58,6.73,6.67,4.18,1
1.13,2,4,4,61.2,59,6.68,6.65,4.08,1
1.1,4,4,4,63,57,6.5,6.54,4.11,1
0.9,1,4,5,61.9,56,6.17,6.23,3.84,1
1.06,2,1,4,63,56,6.54,6.45,4.09,1
1.13,2,4,4,62.1,58,6.7,6.66,4.15,1
1.13,4,4,4,63.3,56,6.65,6.62,4.2,1
1.01,4,5,1,62.5,58,6.39,6.41,4,1
1.01,4,7,1,60.1,60,6.41,6.47,3.87,1
1.25,2,2,1,61.5,57,7,6.93,4.28,1
1.21,4,2,3,63,57,6.73,6.77,4.25,1
0.92,1,5,1,61.5,53,6.26,6.3,3.86,1
1.1,2,1,1,60.1,62,6.69,6.65,4.01,1
1.01,3,1,4,63.3,57,6.33,6.37,4.02,1
1.09,1,3,4,59.4,61,6.68,6.73,3.98,1
1.05,2,4,4,61.9,58,6.5,6.45,4.01,1
1.05,4,4,4,63.1,60,6.49,6.42,4.07,1
1.05,2,4,4,59.5,58,6.69,6.61,3.96,1
1.11,2,6,1,58.8,59,6.8,6.76,3.99,1
1.05,4,4,4,63.5,57,6.47,6.44,4.1,1
1.01,4,4,3,63.3,58,6.33,6.27,3.99,1
0.93,2,7,1,62,56,6.27,6.22,3.87,1
1.27,1,2,1,62.6,57,6.85,6.88,4.3,1
0.9,4,7,4,59.6,62,6.19,6.22,3.7,1
0.9,4,7,4,62.4,61,6.13,6.17,3.84,1
0.9,2,7,4,62.2,58,6.11,6.18,3.82,1
0.9,4,7,4,62.8,59,6.14,6.18,3.87,1
1.01,4,3,4,61.4,62,6.39,6.45,3.94,1
1.01,1,2,5,61.2,57,6.45,6.49,3.96,1
1.01,1,4,1,61.1,56,6.44,6.48,3.95,1
1.01,1,4,1,62.4,57,6.36,6.43,3.99,1
0.96,3,7,4,61,61,6.29,6.33,3.85,1
1.01,1,1,1,62,56,6.46,6.42,3.99,1
1.01,1,6,4,62.3,57,6.41,6.36,3.98,1
